clientid,client_type,ratio,loan_type,loan_initial_term,loan_initial_amount,loan_to_value_ratio,annual_percentage_rate,monthly_interest_rate,region,branch,client_gender,income,vehicle_production_year,vehicle_initial_assessment_value,age,had_car_loan,had_other_loans
1279,default,,leaseback,54,5760,0.8,36.7782127865833,3.374,,branch 3,female,0,2007,7200,41.0,0,0
1280,default,,leaseback,54,7200,0.75,37.1667815455542,3.374,,branch 3,male,0,2003,9600,21.0,0,0
1281,default,,leaseback,36,2400,0.555555555555556,36.1761990679146,3.374,,branch 3,female,0,1993,4320,31.0,0,0
1282,default,,leaseback,54,2400,0.384615384615385,36.7645982430273,3.374,,branch 3,male,0,2000,6240,72.0,0,0
1283,default,,leaseback,54,4800,0.625,37.1180562487848,3.374,,branch 3,male,0,1999,7680,39.0,0,0
1284,default,,leaseback,36,3360,0.636363636363636,36.0510489741926,3.374,,branch 3,male,0,2002,5280,49.0,0,0
1285,default,,leasing,36,4800,0.769230769230769,37.4820854469976,3.374,,branch 5,male,0,1999,6240,53.0,0,0
1286,default,,leasing,36,5760,0.8,38.0110513399633,3.374,,branch 6,male,0,2002,7200,37.0,0,0
1287,default,,leaseback,9,7680,0.32,41.9934132345874,3.374,,branch 5,male,0,2014,24000,28.0,0,0
1288,default,,leaseback,18,5280,0.846153846153846,39.512761338591,3.374,,branch 5,male,0,1995,6240,32.0,0,0
1289,default,,leaseback,54,4224,0.8,35.8058742112697,3.374,,branch 3,male,0,1998,5280,30.0,0,0
1290,default,,leaseback,54,4080,0.772727272727273,35.4110709720296,3.374,,branch 3,male,0,1996,5280,23.0,0,0
1291,default,,leaseback,54,2880,0.6,36.7093622151043,3.374,,branch 3,male,0,1999,4800,24.0,0,0
1292,default,,leaseback,36,4080,1.0,38.3759063798453,3.374,,branch 3,male,0,1999,4080,34.0,0,0
1293,default,,leaseback,54,4800,0.434782608695652,35.9860088932347,3.374,,branch 3,male,0,2003,11040,37.0,0,0
1294,default,,leaseback,54,8160,0.759593201916084,36.94502972154,3.374,,branch 3,male,0,2004,10743,29.0,0,0
1295,default,,leaseback,36,8640,0.72,37.9476250808601,3.374,,branch 3,male,0,2004,12000,30.0,0,0
1296,default,,leaseback,36,1920,0.32,37.9643289888074,3.374,,branch 3,male,0,2003,6000,65.0,0,0
1297,default,,leaseback,54,3840,0.571428571428571,36.4346944005839,3.374,,branch 3,male,0,1998,6720,24.0,0,0
1298,default,,leaseback,54,5280,0.785714285714286,35.0707134855317,3.374,,branch 3,male,0,2001,6720,24.0,0,0
1299,default,,leaseback,36,7680,0.457142857142857,38.392498555872,3.374,,branch 3,male,0,2001,16800,46.0,0,0
1300,default,,leaseback,54,7200,0.833333333333333,35.2304117325525,3.374,,branch 3,male,0,2008,8640,26.0,0,0
1301,default,,leasing,36,4320,1.0,36.2553161966491,3.374,,branch 3,female,0,2001,4320,35.0,0,0
1302,default,,leaseback,36,1920,0.470588235294118,37.822132560636,3.374,,branch 3,male,0,2003,4080,24.0,0,0
1303,default,,leaseback,54,2880,0.631578947368421,38.1853880852833,3.374,,branch 3,male,0,1995,4560,40.0,0,0
1304,default,,leaseback,54,4800,0.625,34.7896854258684,3.374,,branch 3,female,0,1999,7680,44.0,0,0
1305,default,,leaseback,54,1920,0.421052631578947,38.0069108508239,3.374,,branch 3,male,0,2005,4560,24.0,0,0
1306,default,,leaseback,54,6480,0.642857142857143,36.5564220288364,3.374,,branch 3,male,0,2005,10080,31.0,0,0
1307,early,2.58333333333333,leaseback,18,4320,0.45,41.6538506467653,3.374,region 9,branch 3,male,1440,1999,9600,35.0,0,0
1308,early,1.66666666666667,leaseback,9,6624,0.6,47.1979714749455,2.6710832771,region 5,branch 5,male,0,2007,11040,37.0,0,1
1309,early,1.41666666666667,leaseback,18,4800,0.714285714285714,41.3465084153213,3.374,region 8,branch 3,male,1200,1999,6720,36.0,0,0
1310,early,1.33333333333333,leaseback,18,4800,0.526315789473684,37.5689345789395,2.6710832771,region 5,branch 6,male,4800,2004,9120,44.0,0,0
1311,early,1.33333333333333,leaseback,27,6720,0.736842105263158,38.3614755255181,3.374,region 6,branch 2,male,1440,2003,9120,24.0,0,0
1312,early,1.33333333333333,leaseback,9,9600,0.606060606060606,49.0718132726473,3.374,region 5,branch 5,male,8160,2012,15840,39.0,0,0
1313,early,1.27777777777778,leaseback,27,1680,0.318181818181818,38.8000600214588,3.374,region 6,branch 2,male,0,2001,5280,55.0,0,0
1314,early,1.25,leasing,18,4800,0.434782608695652,41.2638931171156,2.6710832771,region 9,branch 4,male,1440,2002,11040,23.0,0,0
1315,early,1.25,leaseback,18,1680,0.233333333333333,38.5392172679698,3.374,region 2,branch 5,female,336,2005,7200,34.0,0,0
1316,early,1.16666666666667,leaseback,18,1680,0.583333333333333,42.7890422688637,2.6710832771,region 6,branch 4,female,432,2004,2880,23.0,0,1
1317,early,1.16666666666667,leaseback,18,5280,0.392857142857143,37.9826616895957,2.6710832771,region 6,branch 2,male,0,2012,13440,27.0,0,0
1318,early,1.16666666666667,leaseback,18,2400,0.384615384615385,38.8840854231962,2.6710832771,region 5,branch 2,male,1920,1999,6240,27.0,0,0
1319,early,1.16666666666667,leaseback,18,3600,0.214285714285714,42.8500802600711,2.6710832771,region 6,branch 2,male,821,2005,16800,45.0,0,0
1320,early,1.16666666666667,leaseback,9,13440,0.7,27.1871907138909,2.6710832771,region 7,branch 7,male,3360,2005,19200,39.0,1,0
1321,early,1.16666666666667,leaseback,18,4800,0.625,41.3465084153213,3.374,region 6,branch 5,male,1440,2003,7680,24.0,0,0
1322,early,1.16666666666667,leaseback,9,2640,0.323529411764706,46.6788422227469,3.374,region 6,branch 3,male,960,1996,8160,32.0,0,0
1323,early,1.16666666666667,leaseback,9,24000,0.166666666666667,44.9448016291915,3.374,region 5,branch 3,male,9600,2017,144000,46.0,0,0
1324,early,1.16666666666667,leaseback,9,1680,0.4375,45.5585546485649,3.374,region 6,branch 3,male,960,1991,3840,29.0,0,0
1325,early,1.16666666666667,leaseback,9,1680,0.269230769230769,43.1938289416965,3.374,region 6,branch 3,male,1440,2000,6240,39.0,0,0
1326,early,1.13333333333333,leaseback,23,7200,0.652173913043478,40.4669719912519,3.374,region 5,branch 5,female,1920,2006,11040,32.0,0,0
1327,early,1.125,leaseback,36,7200,0.789473684210526,38.9804018326918,3.374,region 6,branch 6,male,864,2001,9120,57.0,0,0
1328,early,1.08333333333333,leaseback,18,1680,0.4375,40.8719876461849,2.6710832771,region 3,branch 6,male,1056,2008,3840,68.0,0,1
1329,early,1.08333333333333,leaseback,18,13440,0.622222222222222,40.9894513651968,2.6710832771,region 6,branch 5,female,1440,2008,21600,53.0,1,0
1330,early,1.08333333333333,leasing,18,2880,0.6,41.3117011096408,2.6710832771,region 5,branch 5,male,1440,1998,4800,38.0,0,0
1331,early,1.08333333333333,leaseback,18,3840,0.235294117647059,39.0335072385637,2.6710832771,region 5,branch 6,male,2400,2011,16320,30.0,0,0
1332,early,1.08333333333333,leaseback,18,2400,0.172413793103448,41.9328075010978,2.6710832771,region 3,branch 2,male,720,2004,13920,37.0,0,0
1333,early,1.08333333333333,leasing,18,5760,0.857142857142857,38.9779896481861,3.374,region 6,branch 2,female,0,2007,6720,44.0,0,0
1334,early,1.08333333333333,leaseback,36,3840,0.8,38.1063647003053,3.374,region 6,branch 2,male,1440,1995,4800,46.0,0,0
1335,early,1.08333333333333,leaseback,36,4800,0.595238095238095,39.2042063152916,3.374,region 7,branch 7,male,864,1997,8064,25.0,0,0
1336,early,1.08333333333333,leaseback,36,3360,0.368421052631579,38.7225168284778,3.374,region 3,branch 3,male,1440,2005,9120,33.0,0,0
1337,early,1.08333333333333,leaseback,36,2880,0.731707317073171,39.6550668793444,3.374,,branch 7,female,432,2004,3936,21.0,0,0
1338,early,1.05555555555556,leaseback,27,4080,0.772727272727273,31.522025753067,2.6710832771,region 5,branch 5,male,960,1999,5280,50.0,1,0
1339,early,1.05555555555556,leaseback,27,1680,0.291666666666667,35.0760155371168,2.6710832771,region 5,branch 5,male,0,1999,5760,33.0,0,0
1340,early,1.05,leaseback,30,8640,0.6,35.9127902223248,3.374,region 6,branch 5,male,1440,2004,14400,35.0,0,0
1341,early,1.04166666666667,leasing,36,1680,0.7,39.4946691145578,3.374,region 6,branch 2,female,720,1998,2400,25.0,0,0
1342,early,1.04166666666667,leaseback,36,7200,0.1875,36.7087816392685,3.374,region 3,branch 2,male,0,2017,38400,42.0,0,0
1343,early,1.04166666666667,leaseback,36,4560,0.703703703703704,39.3629615287445,3.374,region 6,branch 5,male,960,1998,6480,62.0,0,0
1344,early,1.04166666666667,leaseback,36,1920,0.333333333333333,36.9779323856544,3.374,region 6,branch 6,male,960,2000,5760,53.0,0,0
1345,early,1.04166666666667,leaseback,36,7200,0.75,37.4068777729306,3.374,region 6,branch 5,male,1440,1999,9600,59.0,0,0
1346,early,1.04166666666667,leasing,36,2400,0.555555555555556,39.1464895130462,3.374,region 3,branch 2,male,0,2002,4320,58.0,0,0
1347,early,1.04166666666667,leaseback,36,3120,0.590909090909091,39.6247230145341,3.374,region 6,branch 5,female,0,2001,5280,66.0,0,0
1348,early,1.04166666666667,leaseback,36,4560,0.59375,37.3532253239342,3.374,region 6,branch 5,female,0,1998,7680,29.0,0,0
1349,early,1.04166666666667,leasing,36,3600,0.535714285714286,38.9905396792395,3.374,region 3,branch 5,male,1440,1995,6720,61.0,0,0
1350,early,1.04166666666667,leaseback,36,4320,0.545454545454545,39.0842547301755,3.374,region 6,branch 5,male,960,2008,7920,38.0,0,0
1351,early,1.04166666666667,leaseback,36,2400,0.416666666666667,38.2784397427433,3.374,region 6,branch 3,male,1056,1999,5760,40.0,0,0
1352,early,1.02777777777778,leaseback,54,9600,0.555555555555556,34.7113806393912,3.374,region 3,branch 3,female,1200,2006,17280,35.0,0,0
1353,early,1.02777777777778,leaseback,54,4800,0.769230769230769,37.1180562487848,3.374,,branch 3,male,0,1998,6240,26.0,0,0
1354,early,1.02777777777778,leaseback,54,5520,0.741128719835409,36.7842115019846,3.374,,branch 3,male,0,2006,7448,28.0,0,0
1355,early,1.0,leaseback,27,2592,0.9,38.1470221005033,2.6710832771,region 5,branch 5,female,1200,1998,2880,55.0,0,0
1356,early,1.0,leaseback,18,2400,0.5,32.8270402135038,2.6710832771,region 8,branch 5,female,720,2004,4800,40.0,1,1
1357,early,1.0,leaseback,18,3360,0.333333333333333,41.2656377370036,3.374,region 7,branch 7,male,960,2013,10080,31.0,0,1
1358,early,1.0,leasing,27,5760,0.375,38.0383026319099,3.374,region 7,branch 7,male,1680,2004,15360,36.0,0,0
1359,early,1.0,leaseback,18,14400,0.566037735849057,42.9062618612756,3.374,region 6,branch 5,female,1440,2008,25440,53.0,0,0
1360,early,1.0,leaseback,9,1680,0.269230769230769,43.6661248951802,2.6710832771,region 5,branch 2,male,960,2003,6240,20.0,0,0
1361,early,1.0,leaseback,18,7200,0.3,42.0759745403248,2.6710832771,region 8,branch 5,male,0,2008,24000,46.0,0,0
1362,early,1.0,leaseback,18,4800,0.714285714285714,39.1600371250777,2.6710832771,region 6,branch 6,male,1920,2005,6720,24.0,0,0
1363,early,1.0,leaseback,18,2400,0.5,38.4272750782911,2.6710832771,region 6,branch 5,male,0,2003,4800,23.0,0,0
1364,early,1.0,leasing,9,2400,0.454545454545455,43.8587255891624,2.6710832771,region 5,branch 6,male,1440,1999,5280,30.0,0,0
1365,early,1.0,leaseback,18,2400,0.217391304347826,42.4143819652241,2.6710832771,region 6,branch 6,male,960,2000,11040,29.0,0,0
1366,early,1.0,leaseback,18,1920,0.108108108108108,42.6326557455566,2.6710832771,region 5,branch 2,male,1104,2009,17760,31.0,0,0
1367,early,1.0,leaseback,18,7200,0.882352941176471,37.4346550124025,2.6710832771,region 5,branch 5,male,2400,1998,8160,30.0,0,0
1368,early,1.0,leaseback,27,3600,0.46875,36.376956384802,2.6710832771,region 2,branch 5,male,629,1999,7680,25.0,1,0
1369,early,1.0,leaseback,18,5760,0.8,36.8323706663426,2.6710832771,region 5,branch 6,male,1440,1997,7200,27.0,0,0
1370,early,1.0,leaseback,18,3744,0.6,38.3612085752158,2.6710832771,region 5,branch 5,female,960,1996,6240,30.0,0,0
1371,early,1.0,leasing,18,4320,0.818181818181818,36.6224260797285,3.374,region 5,branch 5,male,960,2000,5280,49.0,0,0
1372,early,1.0,leaseback,18,2400,0.555555555555556,41.2445007081903,3.374,region 6,branch 2,male,672,1997,4320,55.0,0,0
1373,early,1.0,leaseback,18,3840,0.266666666666667,40.9320001265151,3.374,region 8,branch 5,male,2880,2012,14400,35.0,0,0
1374,early,1.0,leaseback,18,4320,0.692307692307692,41.3929930789484,3.374,region 6,branch 5,male,1152,1995,6240,28.0,0,0
1375,early,1.0,leaseback,9,1680,0.159090909090909,52.0160862993106,3.374,region 10,branch 1,male,1824,2005,10560,31.0,0,0
1376,early,1.0,leaseback,18,3840,0.8,42.7668303774173,3.374,region 6,branch 2,male,0,2004,4800,56.0,0,0
1377,early,1.0,leasing,36,2640,0.55,35.727491715048,3.374,region 9,branch 4,male,576,1998,4800,66.0,0,0
1378,early,1.0,leaseback,36,6480,0.9,36.4488044403165,3.374,region 2,branch 5,male,1200,2002,7200,54.0,0,0
1379,early,1.0,leaseback,36,3360,0.777777777777778,36.600828395521,3.374,region 2,branch 5,male,0,2000,4320,57.0,0,0
1380,early,1.0,leaseback,36,4320,0.6,37.5071763040658,3.374,region 6,branch 5,male,720,2008,7200,34.0,1,0
1381,early,1.0,leaseback,18,2400,0.5,42.5564587737333,3.374,region 9,branch 4,male,739,1993,4800,50.0,0,0
1382,early,1.0,leaseback,36,3840,0.8,34.2712210612513,3.374,region 6,branch 5,female,768,2002,4800,49.0,0,0
1383,early,1.0,leaseback,36,2400,0.333333333333333,37.2855523948488,3.374,region 6,branch 6,male,1052,2005,7200,27.0,0,0
1384,early,1.0,leaseback,36,7680,0.761904761904762,29.3833853310676,2.5305,region 8,branch 5,male,0,2004,10080,32.0,1,0
1385,early,1.0,leaseback,36,3600,0.75,39.2824548482264,3.374,region 8,branch 5,male,1200,2000,4800,54.0,0,0
1386,early,1.0,leasing,36,3840,0.8,38.2493911101725,3.374,region 6,branch 5,male,2400,2004,4800,26.0,0,0
1387,early,1.0,leasing,36,5376,0.8,35.797993469559,3.374,region 7,branch 7,male,1416,2009,6720,54.0,0,0
1388,early,1.0,leaseback,9,1680,0.35,50.9925810647036,3.374,region 6,branch 5,male,1200,1995,4800,46.0,0,0
1389,early,1.0,leaseback,36,5760,0.8,37.1637272761209,3.374,region 3,branch 2,male,0,1997,7200,43.0,0,0
1390,early,1.0,leaseback,36,2880,0.6,37.7744766266111,3.374,region 6,branch 5,male,1200,1996,4800,40.0,0,0
1391,early,1.0,leasing,36,4080,0.607142857142857,39.2456187751008,3.374,region 3,branch 2,male,0,2004,6720,62.0,0,0
1392,early,1.0,leasing,36,4080,0.885416666666667,38.5197529280605,3.374,region 3,branch 6,male,1200,2005,4608,58.0,0,0
1393,early,1.0,leasing,18,1680,0.35,44.2684085232922,3.374,region 6,branch 5,male,2400,2001,4800,48.0,0,0
1394,early,1.0,leaseback,36,4800,0.526315789473684,38.3352771118305,3.374,region 2,branch 5,male,720,1998,9120,32.0,0,0
1395,early,1.0,leaseback,36,5280,0.785714285714286,38.4580023279958,3.374,region 10,branch 1,male,3120,2003,6720,55.0,0,0
1396,early,1.0,leaseback,36,9600,0.769230769230769,37.9349509412472,3.374,region 8,branch 6,male,864,2004,12480,48.0,0,0
1397,early,1.0,leaseback,54,4320,0.692307692307692,36.9281248279567,3.374,region 6,branch 3,male,1056,1997,6240,25.0,0,0
1398,early,1.0,leaseback,54,4982,0.59992270360079,36.903542037652,3.374,region 10,branch 3,male,624,1997,8305,37.0,0,0
1399,early,1.0,leaseback,54,5760,0.8,35.6564300153456,3.374,region 6,branch 3,male,1200,2001,7200,33.0,0,0
1400,early,1.0,leaseback,54,7680,0.8,37.6865689162069,3.374,region 6,branch 3,male,1920,2001,9600,61.0,0,0
1401,early,1.0,leaseback,36,3840,0.666666666666667,38.681094199802,3.374,region 6,branch 3,male,960,1998,5760,53.0,0,0
1402,early,1.0,leaseback,18,4800,0.769230769230769,40.8281856336165,3.374,region 6,branch 3,male,1200,1998,6240,31.0,0,0
1403,early,1.0,leaseback,54,7200,0.6,35.6296543214748,3.374,region 2,branch 3,female,2400,2001,12000,54.0,0,0
1404,early,1.0,leasing,54,3840,0.8,34.7308587328809,3.374,region 2,branch 3,male,816,2008,4800,27.0,0,0
1405,early,1.0,leaseback,36,5280,0.819040334907082,38.0283577515886,3.374,region 6,branch 3,male,864,1998,6447,26.0,0,0
1406,early,1.0,leaseback,36,1920,0.416666666666667,38.971921307818,3.374,region 2,branch 3,female,720,2008,4608,30.0,0,0
1407,early,1.0,leaseback,36,4800,0.625,38.7677486140391,3.374,region 6,branch 3,male,1440,1998,7680,43.0,0,0
1408,early,1.0,leaseback,54,6240,0.838709677419355,37.8174304167611,3.374,region 2,branch 3,male,1440,1995,7440,34.0,0,0
1409,early,1.0,leaseback,54,2400,0.657894736842105,36.5581202334535,3.374,region 8,branch 3,male,1200,1999,3648,28.0,0,0
1410,early,1.0,leaseback,36,2640,0.611111111111111,38.9582481397659,3.374,region 6,branch 3,male,720,1996,4320,23.0,0,0
1411,early,1.0,leaseback,18,2400,0.384615384615385,41.2445007081903,3.374,region 5,branch 3,male,960,2000,6240,28.0,0,0
1412,early,1.0,leaseback,54,5520,0.638888888888889,37.0962172395525,3.374,region 3,branch 3,male,1200,2001,8640,55.0,0,0
1413,early,1.0,leaseback,18,1680,0.35,39.2921349480367,3.374,region 3,branch 3,male,960,1998,4800,54.0,0,0
1414,early,1.0,leaseback,54,4320,0.545454545454545,38.089719695332,3.374,region 6,branch 3,male,1200,1995,7920,26.0,0,0
1415,early,1.0,leaseback,18,2160,0.264705882352941,43.1840365494031,3.374,region 5,branch 3,male,0,1999,8160,33.0,0,0
1416,early,1.0,leaseback,54,5760,0.6,35.7570044627913,3.374,region 6,branch 3,female,720,2006,9600,36.0,0,0
1417,early,1.0,leaseback,36,3360,0.636363636363636,38.8674309076011,3.374,region 6,branch 3,male,1440,2007,5280,52.0,0,0
1418,early,1.0,leasing,54,6240,0.787878787878788,36.8712410179763,3.374,,branch 3,male,0,1997,7920,42.0,0,0
1419,early,1.0,leaseback,18,1680,0.21875,40.6361467251322,2.6710832771,,branch 7,female,576,2003,7680,59.0,0,1
1420,early,1.0,leaseback,18,3360,0.368421052631579,43.6459372510895,3.374,,branch 5,male,0,2003,9120,24.0,0,0
1421,early,1.0,leaseback,36,1920,0.235294117647059,37.822132560636,3.374,,branch 5,male,0,1998,8160,42.0,0,0
1422,early,1.0,leasing,54,6240,0.787878787878788,36.8712410179763,3.374,,branch 3,male,0,1997,7920,42.0,0,0
1423,early,1.0,leaseback,18,2400,0.25,43.624530885361,3.374,,branch 3,male,4800,2008,9600,34.0,0,0
1424,early,1.0,leaseback,36,5760,0.705882352941177,37.8687596242739,3.374,,branch 3,male,0,2005,8160,24.0,0,0
1425,early,1.0,leaseback,18,2880,0.461538461538462,43.4802249317469,3.374,,branch 3,male,0,1998,6240,39.0,0,0
1426,early,1.0,leaseback,9,2400,0.25,41.1751244583568,3.374,,branch 3,male,0,1998,9600,34.0,0,0
1427,early,0.972222222222222,leaseback,54,8160,0.85,35.9192840761286,3.374,region 10,branch 1,male,4800,1995,9600,38.0,0,0
1428,early,0.972222222222222,leaseback,54,24000,0.520833333333333,34.6644815458382,3.374,region 6,branch 3,male,19200,2003,46080,36.0,0,0
1429,early,0.972222222222222,leaseback,54,2880,0.500301919700992,36.8128751623011,3.374,region 6,branch 3,male,720,1997,5757,65.0,0,0
1430,early,0.972222222222222,leaseback,54,5760,0.571428571428571,36.9858901760545,3.374,region 8,branch 3,male,1200,1999,10080,40.0,0,0
1431,early,0.972222222222222,leaseback,54,6912,0.9,36.1394555001583,3.374,region 6,branch 3,female,960,2002,7680,50.0,0,0
1432,early,0.972222222222222,leaseback,54,4560,0.730769230769231,36.2999340725027,3.374,region 6,branch 3,female,1440,1999,6240,57.0,0,0
1433,early,0.972222222222222,leaseback,54,6720,0.7,36.4492879322146,3.374,region 4,branch 3,male,596,2005,9600,25.0,0,0
1434,early,0.972222222222222,leaseback,54,1920,0.416666666666667,37.1602321101974,3.374,region 6,branch 3,female,480,2002,4608,28.0,0,0
1435,early,0.972222222222222,leaseback,54,4320,0.473684210526316,35.8017874469715,3.374,region 6,branch 3,male,720,2012,9120,67.0,0,0
1436,early,0.972222222222222,leaseback,54,4800,0.625,37.1180562487848,3.374,region 6,branch 3,male,1200,1998,7680,27.0,0,0
1437,early,0.972222222222222,leaseback,54,2880,0.545454545454545,37.5456553949549,3.374,,branch 3,male,0,1999,5280,56.0,0,0
1438,early,0.958333333333333,leaseback,36,2640,0.785714285714286,29.2954263512691,2.5305,region 6,branch 2,male,1680,2006,3360,28.0,1,1
1439,early,0.958333333333333,leaseback,36,3840,0.380952380952381,37.9637724254114,3.374,region 5,branch 6,male,1200,2000,10080,62.0,0,1
1440,early,0.958333333333333,leaseback,36,9600,0.740740740740741,36.2582907317137,3.374,region 6,branch 5,male,1440,2004,12960,40.0,0,0
1441,early,0.958333333333333,leaseback,36,3120,0.722222222222222,37.4627753971909,3.374,region 6,branch 5,male,0,2005,4320,32.0,0,0
1442,early,0.958333333333333,leaseback,36,6048,0.741176470588235,36.8758332374096,3.374,region 8,branch 5,male,1440,2005,8160,33.0,0,0
1443,early,0.958333333333333,leaseback,36,4608,0.8,35.6945993246479,3.374,region 6,branch 5,female,960,2000,5760,30.0,1,0
1444,early,0.958333333333333,leaseback,36,1920,0.666666666666667,37.2576346236698,3.374,region 6,branch 2,female,360,1992,2880,46.0,0,0
1445,early,0.958333333333333,leaseback,36,4992,0.8,35.6772323779158,3.374,region 7,branch 7,male,0,2011,6240,30.0,0,0
1446,early,0.958333333333333,leaseback,36,7680,0.8,37.257047644901,3.374,region 5,branch 3,male,0,2003,9600,45.0,0,0
1447,early,0.958333333333333,leaseback,36,2880,0.6,37.070744793668,3.374,region 6,branch 3,male,912,1998,4800,65.0,0,0
1448,early,0.958333333333333,leaseback,36,2400,0.384615384615385,34.6934150930367,3.374,region 5,branch 6,male,960,2000,6240,28.0,1,0
1449,early,0.958333333333333,leaseback,36,4320,0.75,35.8454729179016,3.374,region 6,branch 6,male,0,1994,5760,34.0,0,0
1450,early,0.958333333333333,leaseback,36,2400,0.454545454545455,37.2855523948488,3.374,region 5,branch 5,male,0,1998,5280,59.0,0,0
1451,early,0.958333333333333,leaseback,36,7200,0.75,38.258632302652,3.374,region 6,branch 5,male,960,2007,9600,45.0,0,0
1452,early,0.958333333333333,leaseback,36,1680,0.4375,39.6419996232229,3.374,region 7,branch 7,male,0,1991,3840,52.0,0,0
1453,early,0.958333333333333,leaseback,36,1680,0.318181818181818,35.9536524058044,3.374,region 1,branch 2,male,0,1999,5280,27.0,0,0
1454,early,0.958333333333333,leaseback,36,3840,0.615384615384615,35.6043354719958,3.374,region 9,branch 4,female,720,2001,6240,64.0,0,0
1455,early,0.958333333333333,leaseback,36,9600,0.8,36.1212758335305,3.374,region 3,branch 6,male,0,2001,12000,27.0,0,0
1456,early,0.958333333333333,leaseback,36,1680,0.35,30.038644043409,2.5305,region 6,branch 2,male,0,2001,4800,49.0,1,0
1457,early,0.958333333333333,leaseback,36,3840,0.727272727272727,34.9328629306295,3.374,region 6,branch 6,male,528,1998,5280,68.0,0,0
1458,early,0.958333333333333,leaseback,36,2400,0.166666666666667,36.3134176817101,3.374,region 6,branch 5,male,0,2003,14400,32.0,0,0
1459,early,0.958333333333333,leaseback,36,4800,0.333333333333333,35.9574363648595,3.374,region 3,branch 2,male,1920,2006,14400,31.0,0,0
1460,early,0.958333333333333,leaseback,36,3840,0.533333333333333,36.699669722898,3.374,region 6,branch 5,male,960,2003,7200,30.0,0,0
1461,early,0.958333333333333,leaseback,36,4608,0.6,35.2897410960688,3.374,region 6,branch 5,male,1440,1998,7680,37.0,0,0
1462,early,0.958333333333333,leaseback,36,4080,0.708333333333333,36.5450478208068,3.374,region 11,branch 2,female,0,1998,5760,55.0,0,0
1463,early,0.958333333333333,leasing,36,4224,0.8,36.398315493604,3.374,region 6,branch 5,male,0,1996,5280,62.0,0,0
1464,early,0.958333333333333,leaseback,36,4080,0.772727272727273,36.4071591825673,3.374,region 6,branch 6,male,1440,2004,5280,34.0,0,0
1465,early,0.958333333333333,leaseback,36,1920,0.421052631578947,37.3981196618969,3.374,region 8,branch 6,female,960,1997,4560,63.0,0,0
1466,early,0.958333333333333,leaseback,36,2640,0.785714285714286,37.2446763530658,3.374,region 6,branch 5,male,960,1999,3360,32.0,0,0
1467,early,0.958333333333333,leasing,36,3840,0.8,38.681094199802,3.374,region 9,branch 4,male,864,1995,4800,23.0,0,0
1468,early,0.958333333333333,leasing,36,4800,0.588235294117647,35.5502504865009,3.374,region 6,branch 2,male,0,2000,8160,68.0,0,0
1469,early,0.958333333333333,leaseback,36,1920,0.8,35.2001392290053,3.374,region 1,branch 4,male,864,2000,2400,29.0,0,0
1470,early,0.958333333333333,leaseback,36,4800,0.769230769230769,37.2011148953622,3.374,region 5,branch 5,male,3360,1995,6240,31.0,0,0
1471,early,0.958333333333333,leasing,36,3360,0.777777777777778,36.3251168572721,3.374,region 1,branch 6,male,1440,2005,4320,41.0,0,0
1472,early,0.958333333333333,leaseback,36,5760,0.48,35.9210826246592,3.374,region 5,branch 2,female,960,2001,12000,61.0,0,0
1473,early,0.958333333333333,leasing,36,5280,0.785714285714286,36.210957162345,3.374,region 10,branch 5,male,1200,2003,6720,32.0,0,0
1474,early,0.958333333333333,leasing,36,7200,0.789473684210526,37.2664162859846,3.374,region 7,branch 7,male,912,2004,9120,34.0,0,0
1475,early,0.958333333333333,leaseback,36,2880,0.5,35.9665529563574,3.374,region 6,branch 6,male,720,1999,5760,27.0,0,0
1476,early,0.958333333333333,leaseback,36,3360,0.411764705882353,35.5077881068151,3.374,region 6,branch 5,female,1440,2006,8160,30.0,0,0
1477,early,0.958333333333333,leasing,36,4800,0.625,35.9574363648595,3.374,region 6,branch 6,male,0,2003,7680,39.0,0,0
1478,early,0.958333333333333,leasing,36,3360,0.583333333333333,37.4379678239787,3.374,region 2,branch 5,male,1440,1998,5760,26.0,0,0
1479,early,0.958333333333333,leaseback,36,4800,0.769230769230769,38.3352771118305,3.374,region 6,branch 5,male,1680,1998,6240,50.0,0,0
1480,early,0.958333333333333,leaseback,36,3120,0.464285714285714,35.6668211350836,3.374,region 8,branch 6,male,1200,1996,6720,53.0,0,0
1481,early,0.958333333333333,leaseback,36,7200,0.75,37.8308183725566,3.374,region 6,branch 3,male,960,2003,9600,49.0,0,0
1482,early,0.958333333333333,leaseback,36,1920,0.307692307692308,37.822132560636,3.374,region 6,branch 3,male,960,1998,6240,60.0,0,0
1483,early,0.958333333333333,leaseback,36,2400,0.555555555555556,36.86641866162,3.374,region 6,branch 3,male,960,2005,4320,60.0,0,0
1484,early,0.958333333333333,leaseback,36,3360,0.538461538461538,38.4340139136674,3.374,region 3,branch 3,male,576,1998,6240,28.0,0,0
1485,early,0.958333333333333,leaseback,36,4560,0.863636363636364,36.517661790933,3.374,region 6,branch 3,male,528,1995,5280,40.0,0,0
1486,early,0.958333333333333,leaseback,36,5760,0.342857142857143,38.2969350075507,3.374,region 6,branch 3,male,768,2003,16800,57.0,0,0
1487,early,0.958333333333333,leaseback,36,2400,0.416666666666667,38.7104739804286,3.374,region 6,branch 3,male,432,1998,5760,69.0,0,0
1488,early,0.958333333333333,leasing,36,5760,0.8,37.1637272761209,3.374,region 6,branch 3,female,1378,1998,7200,59.0,0,0
